This file contains the adiabatic coefficient (kappa, delad), heat capacity and entropy per unit mass for a water, hydrogen and helium mixture, pre-tabulated for temperature and pressure. This file can be used in HELIOS.
temp.[K]  press.[1e-6bar]  delad           c_p[erg mol^-1 K^-1]    log_S[log10(erg g^-1 K^-1)]   
2782.21   1.565420e+08     1.516523e-01    5.510175e+08            7.992217e+00                  
2782.21   1.827027e+08     1.517041e-01    5.512841e+08            7.989034e+00                  
2782.21   2.132353e+08     1.517637e-01    5.515944e+08            7.985826e+00                  
2782.21   2.488703e+08     1.518321e-01    5.519551e+08            7.982590e+00                  
2782.21   2.904606e+08     1.519104e-01    5.523742e+08            7.979326e+00                  
2782.21   3.390013e+08     1.519993e-01    5.528606e+08            7.976033e+00                  
2782.21   3.956539e+08     1.520996e-01    5.534239e+08            7.972709e+00                  
2782.21   4.617741e+08     1.522117e-01    5.540754e+08            7.969354e+00                  
2782.21   5.389440e+08     1.523353e-01    5.548269e+08            7.965965e+00                  
2782.21   6.290102e+08     1.524693e-01    5.556912e+08            7.962542e+00                  
2782.21   7.341280e+08     1.526113e-01    5.566815e+08            7.959083e+00                  
2782.21   8.568127e+08     1.527574e-01    5.578113e+08            7.955587e+00                  
2782.21   1.000000e+09     1.529012e-01    5.590933e+08            7.952050e+00                  
2802.01   1.000000e-01     1.511450e-01    5.500923e+08            8.292640e+00                  
2802.01   1.167116e-01     1.511450e-01    5.500923e+08            8.291058e+00                  
2802.01   1.362160e-01     1.511450e-01    5.500923e+08            8.289471e+00                  
2802.01   1.589799e-01     1.511450e-01    5.500923e+08            8.287877e+00                  
2802.01   1.855480e-01     1.511450e-01    5.500923e+08            8.286278e+00                  
2802.01   2.165561e-01     1.511450e-01    5.500923e+08            8.284673e+00                  
2802.01   2.527462e-01     1.511450e-01    5.500923e+08            8.283062e+00                  
2802.01   2.949841e-01     1.511450e-01    5.500923e+08            8.281444e+00                  
2802.01   3.442808e-01     1.511450e-01    5.500923e+08            8.279821e+00                  
2802.01   4.018156e-01     1.511450e-01    5.500923e+08            8.278192e+00                  
2802.01   4.689655e-01     1.511450e-01    5.500923e+08            8.276557e+00                  
2802.01   5.473373e-01     1.511450e-01    5.500923e+08            8.274915e+00                  
2802.01   6.388062e-01     1.511450e-01    5.500923e+08            8.273267e+00                  
2802.01   7.455611e-01     1.511450e-01    5.500923e+08            8.271613e+00                  
2802.01   8.701564e-01     1.511450e-01    5.500923e+08            8.269953e+00                  
2802.01   1.015574e+00     1.511450e-01    5.500923e+08            8.268286e+00                  
2802.01   1.185292e+00     1.511450e-01    5.500923e+08            8.266613e+00                  
2802.01   1.383374e+00     1.511450e-01    5.500923e+08            8.264933e+00                  
2802.01   1.614558e+00     1.511450e-01    5.500923e+08            8.263247e+00                  
2802.01   1.884377e+00     1.511450e-01    5.500923e+08            8.261554e+00                  
2802.01   2.199287e+00     1.511450e-01    5.500923e+08            8.259854e+00                  
2802.01   2.566823e+00     1.511450e-01    5.500923e+08            8.258148e+00                  
2802.01   2.995781e+00     1.511450e-01    5.500923e+08            8.256436e+00                  
2802.01   3.496425e+00     1.511450e-01    5.500923e+08            8.254716e+00                  
2802.01   4.080734e+00     1.511450e-01    5.500923e+08            8.252990e+00                  
2802.01   4.762690e+00     1.511450e-01    5.500923e+08            8.251256e+00                  
2802.01   5.558613e+00     1.511450e-01    5.500923e+08            8.249516e+00                  
2802.01   6.487547e+00     1.511450e-01    5.500923e+08            8.247769e+00                  
2802.01   7.571721e+00     1.511450e-01    5.500923e+08            8.246014e+00                  
2802.01   8.837079e+00     1.511450e-01    5.500923e+08            8.244253e+00                  
2802.01   1.031390e+01     1.511450e-01    5.500923e+08            8.242484e+00                  
2802.01   1.203752e+01     1.511450e-01    5.500923e+08            8.240709e+00                  
2802.01   1.404918e+01     1.511450e-01    5.500923e+08            8.238925e+00                  
2802.01   1.639703e+01     1.511450e-01    5.500923e+08            8.237135e+00                  
2802.01   1.913724e+01     1.511450e-01    5.500923e+08            8.235337e+00                  
2802.01   2.233538e+01     1.511450e-01    5.500923e+08            8.233532e+00                  
2802.01   2.606798e+01     1.511450e-01    5.500923e+08            8.231719e+00                  
2802.01   3.042436e+01     1.511450e-01    5.500923e+08            8.229898e+00                  
2802.01   3.550877e+01     1.511450e-01    5.500923e+08            8.228070e+00                  
2802.01   4.144285e+01     1.511450e-01    5.500923e+08            8.226234e+00                  
2802.01   4.836863e+01     1.511450e-01    5.500923e+08            8.224390e+00                  
2802.01   5.645181e+01     1.511450e-01    5.500923e+08            8.222539e+00                  
2802.01   6.588582e+01     1.511450e-01    5.500923e+08            8.220679e+00                  
2802.01   7.689641e+01     1.511450e-01    5.500923e+08            8.218812e+00                  
2802.01   8.974704e+01     1.511450e-01    5.500923e+08            8.216936e+00                  
2802.01   1.047452e+02     1.511450e-01    5.500923e+08            8.215053e+00                  
2802.01   1.222498e+02     1.511450e-01    5.500923e+08            8.213161e+00                  
2802.01   1.426798e+02     1.511450e-01    5.500923e+08            8.211261e+00                  
2802.01   1.665239e+02     1.511450e-01    5.500923e+08            8.209352e+00                  
2802.01   1.943527e+02     1.511450e-01    5.500923e+08            8.207435e+00                  
2802.01   2.268322e+02     1.511450e-01    5.500923e+08            8.205510e+00                  
2802.01   2.647395e+02     1.511450e-01    5.500923e+08            8.203576e+00                  
2802.01   3.089818e+02     1.511450e-01    5.500923e+08            8.201633e+00                  
2802.01   3.606177e+02     1.511450e-01    5.500923e+08            8.199682e+00                  
2802.01   4.208827e+02     1.511450e-01    5.500923e+08            8.197721e+00                  
2802.01   4.912190e+02     1.511450e-01    5.500923e+08            8.195752e+00                  
2802.01   5.733097e+02     1.511450e-01    5.500923e+08            8.193774e+00                  
2802.01   6.691190e+02     1.511450e-01    5.500923e+08            8.191787e+00                  
2802.01   7.809396e+02     1.511450e-01    5.500923e+08            8.189791e+00                  
2802.01   9.114473e+02     1.511450e-01    5.500923e+08            8.187786e+00                  
2802.01   1.063765e+03     1.511450e-01    5.500923e+08            8.185771e+00                  
2802.01   1.241537e+03     1.511450e-01    5.500923e+08            8.183747e+00                  
2802.01   1.449018e+03     1.511450e-01    5.500923e+08            8.181713e+00                  
2802.01   1.691173e+03     1.511450e-01    5.500923e+08            8.179670e+00                  
2802.01   1.973795e+03     1.511450e-01    5.500923e+08            8.177617e+00                  
2802.01   2.303648e+03     1.511450e-01    5.500923e+08            8.175554e+00                  
2802.01   2.688625e+03     1.511450e-01    5.500923e+08            8.173482e+00                  
2802.01   3.137938e+03     1.511450e-01    5.500923e+08            8.171400e+00                  
2802.01   3.662338e+03     1.511450e-01    5.500924e+08            8.169307e+00                  
2802.01   4.274374e+03     1.511450e-01    5.500924e+08            8.167205e+00                  
2802.01   4.988691e+03     1.511450e-01    5.500924e+08            8.165092e+00                  
2802.01   5.822382e+03     1.511450e-01    5.500924e+08            8.162969e+00                  
2802.01   6.795396e+03     1.511450e-01    5.500924e+08            8.160835e+00                  
2802.01   7.931017e+03     1.511450e-01    5.500924e+08            8.158691e+00                  
2802.01   9.256418e+03     1.511450e-01    5.500924e+08            8.156536e+00                  
2802.01   1.080332e+04     1.511450e-01    5.500924e+08            8.154371e+00                  
2802.01   1.260872e+04     1.511450e-01    5.500924e+08            8.152195e+00                  
2802.01   1.471585e+04     1.511450e-01    5.500925e+08            8.150007e+00                  
2802.01   1.717510e+04     1.511451e-01    5.500925e+08            8.147809e+00                  
2802.01   2.004534e+04     1.511451e-01    5.500925e+08            8.145600e+00                  
2802.01   2.339524e+04     1.511451e-01    5.500926e+08            8.143379e+00                  
2802.01   2.730496e+04     1.511451e-01    5.500926e+08            8.141147e+00                  
2802.01   3.186807e+04     1.511451e-01    5.500926e+08            8.138903e+00                  
2802.01   3.719374e+04     1.511451e-01    5.500927e+08            8.136647e+00                  
2802.01   4.340941e+04     1.511451e-01    5.500928e+08            8.134380e+00                  
2802.01   5.066383e+04     1.511451e-01    5.500928e+08            8.132101e+00                  
2802.01   5.913057e+04     1.511451e-01    5.500929e+08            8.129810e+00                  
2802.01   6.901225e+04     1.511452e-01    5.500930e+08            8.127507e+00                  
2802.01   8.054531e+04     1.511452e-01    5.500931e+08            8.125191e+00                  
2802.01   9.400574e+04     1.511452e-01    5.500933e+08            8.122863e+00                  
2802.01   1.097156e+05     1.511452e-01    5.500934e+08            8.120523e+00                  
2802.01   1.280509e+05     1.511453e-01    5.500936e+08            8.118169e+00                  
2802.01   1.494502e+05     1.511453e-01    5.500938e+08            8.115803e+00                  
2802.01   1.744258e+05     1.511454e-01    5.500941e+08            8.113424e+00                  
2802.01   2.035752e+05     1.511454e-01    5.500944e+08            8.111032e+00                  
2802.01   2.375959e+05     1.511455e-01    5.500947e+08            8.108627e+00                  
2802.01   2.773020e+05     1.511456e-01    5.500951e+08            8.106208e+00                  
2802.01   3.236437e+05     1.511457e-01    5.500956e+08            8.103776e+00                  
2802.01   3.777298e+05     1.511458e-01    5.500961e+08            8.101330e+00                  
2802.01   4.408545e+05     1.511459e-01    5.500968e+08            8.098870e+00                  
2802.01   5.145285e+05     1.511461e-01    5.500975e+08            8.096396e+00                  
2802.01   6.005145e+05     1.511462e-01    5.500984e+08            8.093908e+00                  
2802.01   7.008702e+05     1.511464e-01    5.500994e+08            8.091406e+00                  
2802.01   8.179969e+05     1.511467e-01    5.501006e+08            8.088889e+00                  
2802.01   9.546975e+05     1.511469e-01    5.501020e+08            8.086358e+00                  
2802.01   1.114243e+06     1.511473e-01    5.501036e+08            8.083811e+00                  
2802.01   1.300451e+06     1.511476e-01    5.501055e+08            8.081250e+00                  
2802.01   1.517777e+06     1.511481e-01    5.501076e+08            8.078673e+00                  
2802.01   1.771422e+06     1.511486e-01    5.501102e+08            8.076081e+00                  
2802.01   2.067456e+06     1.511492e-01    5.501132e+08            8.073473e+00                  
2802.01   2.412961e+06     1.511499e-01    5.501167e+08            8.070850e+00                  
2802.01   2.816206e+06     1.511507e-01    5.501208e+08            8.068210e+00                  
2802.01   3.286840e+06     1.511516e-01    5.501255e+08            8.065555e+00                  
2802.01   3.836124e+06     1.511527e-01    5.501311e+08            8.062883e+00                  
2802.01   4.477202e+06     1.511540e-01    5.501375e+08            8.060194e+00                  
2802.01   5.225415e+06     1.511555e-01    5.501451e+08            8.057489e+00                  
2802.01   6.098667e+06     1.511573e-01    5.501539e+08            8.054767e+00                  
2802.01   7.117853e+06     1.511593e-01    5.501642e+08            8.052027e+00                  
2802.01   8.307361e+06     1.511617e-01    5.501762e+08            8.049270e+00                  
2802.01   9.695656e+06     1.511645e-01    5.501902e+08            8.046495e+00                  
2802.01   1.131596e+07     1.511678e-01    5.502066e+08            8.043702e+00                  
2802.01   1.320704e+07     1.511716e-01    5.502257e+08            8.040891e+00                  
2802.01   1.541415e+07     1.511760e-01    5.502479e+08            8.038061e+00                  
2802.01   1.799010e+07     1.511812e-01    5.502739e+08            8.035213e+00                  
2802.01   2.099654e+07     1.511872e-01    5.503043e+08            8.032346e+00                  
2802.01   2.450540e+07     1.511942e-01    5.503397e+08            8.029459e+00                  
2802.01   2.860065e+07     1.512024e-01    5.503810e+08            8.026552e+00                  
2802.01   3.338028e+07     1.512120e-01    5.504292e+08            8.023626e+00                  
2802.01   3.895866e+07     1.512231e-01    5.504854e+08            8.020679e+00                  
2802.01   4.546928e+07     1.512361e-01    5.505510e+08            8.017712e+00                  
2802.01   5.306794e+07     1.512513e-01    5.506275e+08            8.014723e+00                  
2802.01   6.193645e+07     1.512689e-01    5.507168e+08            8.011713e+00                  
2802.01   7.228703e+07     1.512894e-01    5.508209e+08            8.008681e+00                  
2802.01   8.436737e+07     1.513133e-01    5.509424e+08            8.005627e+00                  
2802.01   9.846652e+07     1.513410e-01    5.510840e+08            8.002550e+00                  
2802.01   1.149219e+08     1.513733e-01    5.512490e+08            7.999449e+00                  
2802.01   1.341272e+08     1.514106e-01    5.514413e+08            7.996324e+00                  
2802.01   1.565420e+08     1.514539e-01    5.516654e+08            7.993175e+00                  
2802.01   1.827027e+08     1.515039e-01    5.519263e+08            7.990000e+00                  
2802.01   2.132353e+08     1.515615e-01    5.522298e+08            7.986799e+00                  
2802.01   2.488703e+08     1.516277e-01    5.525829e+08            7.983572e+00                  
2802.01   2.904606e+08     1.517034e-01    5.529930e+08            7.980316e+00                  
2802.01   3.390013e+08     1.517893e-01    5.534689e+08            7.977031e+00                  
2802.01   3.956539e+08     1.518863e-01    5.540202e+08            7.973716e+00                  
2802.01   4.617741e+08     1.519946e-01    5.546578e+08            7.970369e+00                  
2802.01   5.389440e+08     1.521141e-01    5.553933e+08            7.966990e+00                  
2802.01   6.290102e+08     1.522435e-01    5.562394e+08            7.963577e+00                  
2802.01   7.341280e+08     1.523807e-01    5.572089e+08            7.960128e+00                  
2802.01   8.568127e+08     1.525216e-01    5.583152e+08            7.956642e+00                  
2802.01   1.000000e+09     1.526603e-01    5.595707e+08            7.953117e+00                  
2821.81   1.000000e-01     1.509604e-01    5.507651e+08            8.293116e+00                  
2821.81   1.167116e-01     1.509604e-01    5.507651e+08            8.291536e+00                  
2821.81   1.362160e-01     1.509604e-01    5.507651e+08            8.289950e+00                  
2821.81   1.589799e-01     1.509604e-01    5.507651e+08            8.288358e+00                  
2821.81   1.855480e-01     1.509604e-01    5.507651e+08            8.286761e+00                  
2821.81   2.165561e-01     1.509604e-01    5.507651e+08            8.285157e+00                  
2821.81   2.527462e-01     1.509604e-01    5.507651e+08            8.283548e+00                  
2821.81   2.949841e-01     1.509604e-01    5.507651e+08            8.281933e+00                  
2821.81   3.442808e-01     1.509604e-01    5.507651e+08            8.280311e+00                  
2821.81   4.018156e-01     1.509604e-01    5.507651e+08            8.278684e+00                  
2821.81   4.689655e-01     1.509604e-01    5.507651e+08            8.277050e+00                  
2821.81   5.473373e-01     1.509604e-01    5.507651e+08            8.275411e+00                  
2821.81   6.388062e-01     1.509604e-01    5.507651e+08            8.273765e+00                  
2821.81   7.455611e-01     1.509604e-01    5.507651e+08            8.272113e+00                  
2821.81   8.701564e-01     1.509604e-01    5.507651e+08            8.270454e+00                  
2821.81   1.015574e+00     1.509604e-01    5.507651e+08            8.268789e+00                  
2821.81   1.185292e+00     1.509604e-01    5.507651e+08            8.267118e+00                  
2821.81   1.383374e+00     1.509604e-01    5.507651e+08            8.265440e+00                  
2821.81   1.614558e+00     1.509604e-01    5.507651e+08            8.263756e+00                  
2821.81   1.884377e+00     1.509604e-01    5.507651e+08            8.262065e+00                  
2821.81   2.199287e+00     1.509604e-01    5.507651e+08            8.260368e+00                  
2821.81   2.566823e+00     1.509604e-01    5.507651e+08            8.258664e+00                  
2821.81   2.995781e+00     1.509604e-01    5.507651e+08            8.256953e+00                  
2821.81   3.496425e+00     1.509604e-01    5.507651e+08            8.255235e+00                  
2821.81   4.080734e+00     1.509604e-01    5.507651e+08            8.253511e+00                  
2821.81   4.762690e+00     1.509604e-01    5.507651e+08            8.251780e+00                  
2821.81   5.558613e+00     1.509604e-01    5.507651e+08            8.250042e+00                  
2821.81   6.487547e+00     1.509604e-01    5.507651e+08            8.248297e+00                  
2821.81   7.571721e+00     1.509604e-01    5.507651e+08            8.246544e+00                  
2821.81   8.837079e+00     1.509604e-01    5.507651e+08            8.244785e+00                  
2821.81   1.031390e+01     1.509604e-01    5.507651e+08            8.243019e+00                  
2821.81   1.203752e+01     1.509604e-01    5.507651e+08            8.241245e+00                  
2821.81   1.404918e+01     1.509604e-01    5.507651e+08            8.239464e+00                  
2821.81   1.639703e+01     1.509604e-01    5.507651e+08            8.237676e+00                  
2821.81   1.913724e+01     1.509604e-01    5.507651e+08            8.235880e+00                  
2821.81   2.233538e+01     1.509604e-01    5.507651e+08            8.234077e+00                  
2821.81   2.606798e+01     1.509604e-01    5.507651e+08            8.232266e+00                  
2821.81   3.042436e+01     1.509604e-01    5.507651e+08            8.230448e+00                  
2821.81   3.550877e+01     1.509604e-01    5.507651e+08            8.228622e+00                  
2821.81   4.144285e+01     1.509604e-01    5.507651e+08            8.226789e+00                  
2821.81   4.836863e+01     1.509604e-01    5.507651e+08            8.224947e+00                  
2821.81   5.645181e+01     1.509604e-01    5.507651e+08            8.223098e+00                  
2821.81   6.588582e+01     1.509604e-01    5.507651e+08            8.221241e+00                  
2821.81   7.689641e+01     1.509604e-01    5.507651e+08            8.219376e+00                  
2821.81   8.974704e+01     1.509604e-01    5.507651e+08            8.217503e+00                  
2821.81   1.047452e+02     1.509604e-01    5.507651e+08            8.215622e+00                  
2821.81   1.222498e+02     1.509604e-01    5.507651e+08            8.213732e+00                  
2821.81   1.426798e+02     1.509604e-01    5.507651e+08            8.211835e+00                  
2821.81   1.665239e+02     1.509604e-01    5.507651e+08            8.209929e+00                  
2821.81   1.943527e+02     1.509604e-01    5.507651e+08            8.208014e+00                  
2821.81   2.268322e+02     1.509604e-01    5.507651e+08            8.206091e+00                  
2821.81   2.647395e+02     1.509604e-01    5.507651e+08            8.204160e+00                  
2821.81   3.089818e+02     1.509604e-01    5.507651e+08            8.202220e+00                  
2821.81   3.606177e+02     1.509604e-01    5.507651e+08            8.200271e+00                  
2821.81   4.208827e+02     1.509604e-01    5.507651e+08            8.198314e+00                  
2821.81   4.912190e+02     1.509604e-01    5.507651e+08            8.196347e+00                  
2821.81   5.733097e+02     1.509604e-01    5.507651e+08            8.194372e+00                  
2821.81   6.691190e+02     1.509604e-01    5.507651e+08            8.192388e+00                  
2821.81   7.809396e+02     1.509604e-01    5.507651e+08            8.190394e+00                  
2821.81   9.114473e+02     1.509604e-01    5.507651e+08            8.188391e+00                  
2821.81   1.063765e+03     1.509604e-01    5.507651e+08            8.186380e+00                  
2821.81   1.241537e+03     1.509604e-01    5.507651e+08            8.184358e+00                  
2821.81   1.449018e+03     1.509604e-01    5.507651e+08            8.182327e+00                  
2821.81   1.691173e+03     1.509604e-01    5.507651e+08            8.180287e+00                  
2821.81   1.973795e+03     1.509604e-01    5.507651e+08            8.178237e+00                  
2821.81   2.303648e+03     1.509604e-01    5.507651e+08            8.176178e+00                  
2821.81   2.688625e+03     1.509604e-01    5.507651e+08            8.174108e+00                  
2821.81   3.137938e+03     1.509604e-01    5.507651e+08            8.172029e+00                  
2821.81   3.662338e+03     1.509604e-01    5.507651e+08            8.169939e+00                  
2821.81   4.274374e+03     1.509604e-01    5.507651e+08            8.167840e+00                  
2821.81   4.988691e+03     1.509604e-01    5.507651e+08            8.165730e+00                  
2821.81   5.822382e+03     1.509604e-01    5.507652e+08            8.163610e+00                  
2821.81   6.795396e+03     1.509604e-01    5.507652e+08            8.161480e+00                  
2821.81   7.931017e+03     1.509604e-01    5.507652e+08            8.159339e+00                  
2821.81   9.256418e+03     1.509604e-01    5.507652e+08            8.157187e+00                  
2821.81   1.080332e+04     1.509604e-01    5.507652e+08            8.155025e+00                  
2821.81   1.260872e+04     1.509604e-01    5.507652e+08            8.152852e+00                  
2821.81   1.471585e+04     1.509604e-01    5.507652e+08            8.150668e+00                  
2821.81   1.717510e+04     1.509604e-01    5.507653e+08            8.148473e+00                  
2821.81   2.004534e+04     1.509604e-01    5.507653e+08            8.146267e+00                  
2821.81   2.339524e+04     1.509604e-01    5.507653e+08            8.144050e+00                  
2821.81   2.730496e+04     1.509604e-01    5.507654e+08            8.141821e+00                  
2821.81   3.186807e+04     1.509605e-01    5.507654e+08            8.139581e+00                  
2821.81   3.719374e+04     1.509605e-01    5.507655e+08            8.137329e+00                  
2821.81   4.340941e+04     1.509605e-01    5.507655e+08            8.135065e+00                  
2821.81   5.066383e+04     1.509605e-01    5.507656e+08            8.132790e+00                  
2821.81   5.913057e+04     1.509605e-01    5.507657e+08            8.130502e+00                  
2821.81   6.901225e+04     1.509605e-01    5.507658e+08            8.128203e+00                  
2821.81   8.054531e+04     1.509605e-01    5.507659e+08            8.125891e+00                  
2821.81   9.400574e+04     1.509606e-01    5.507660e+08            8.123567e+00                  
2821.81   1.097156e+05     1.509606e-01    5.507662e+08            8.121230e+00                  
2821.81   1.280509e+05     1.509606e-01    5.507664e+08            8.118881e+00                  
2821.81   1.494502e+05     1.509607e-01    5.507666e+08            8.116518e+00                  
2821.81   1.744258e+05     1.509607e-01    5.507668e+08            8.114143e+00                  
2821.81   2.035752e+05     1.509608e-01    5.507671e+08            8.111755e+00                  
2821.81   2.375959e+05     1.509609e-01    5.507674e+08            8.109354e+00                  
2821.81   2.773020e+05     1.509609e-01    5.507678e+08            8.106939e+00                  
2821.81   3.236437e+05     1.509610e-01    5.507683e+08            8.104511e+00                  
2821.81   3.777298e+05     1.509611e-01    5.507688e+08            8.102069e+00                  
2821.81   4.408545e+05     1.509612e-01    5.507695e+08            8.099614e+00                  
2821.81   5.145285e+05     1.509614e-01    5.507702e+08            8.097144e+00                  
2821.81   6.005145e+05     1.509616e-01    5.507710e+08            8.094660e+00                  
2821.81   7.008702e+05     1.509618e-01    5.507720e+08            8.092162e+00                  
2821.81   8.179969e+05     1.509620e-01    5.507732e+08            8.089650e+00                  
2821.81   9.546975e+05     1.509622e-01    5.507745e+08            8.087123e+00                  
2821.81   1.114243e+06     1.509626e-01    5.507761e+08            8.084581e+00                  
2821.81   1.300451e+06     1.509629e-01    5.507779e+08            8.082024e+00                  
2821.81   1.517777e+06     1.509633e-01    5.507801e+08            8.079452e+00                  
2821.81   1.771422e+06     1.509638e-01    5.507826e+08            8.076864e+00                  
2821.81   2.067456e+06     1.509644e-01    5.507855e+08            8.074261e+00                  
2821.81   2.412961e+06     1.509651e-01    5.507889e+08            8.071643e+00                  
2821.81   2.816206e+06     1.509659e-01    5.507929e+08            8.069008e+00                  
2821.81   3.286840e+06     1.509668e-01    5.507976e+08            8.066358e+00                  
2821.81   3.836124e+06     1.509679e-01    5.508030e+08            8.063691e+00                  
2821.81   4.477202e+06     1.509691e-01    5.508093e+08            8.061007e+00                  
2821.81   5.225415e+06     1.509706e-01    5.508167e+08            8.058307e+00                  
2821.81   6.098667e+06     1.509723e-01    5.508254e+08            8.055589e+00                  
2821.81   7.117853e+06     1.509742e-01    5.508354e+08            8.052855e+00                  
2821.81   8.307361e+06     1.509765e-01    5.508472e+08            8.050103e+00                  
2821.81   9.695656e+06     1.509792e-01    5.508609e+08            8.047334e+00                  
2821.81   1.131596e+07     1.509824e-01    5.508769e+08            8.044546e+00                  
2821.81   1.320704e+07     1.509861e-01    5.508956e+08            8.041741e+00                  
2821.81   1.541415e+07     1.509903e-01    5.509174e+08            8.038917e+00                  
2821.81   1.799010e+07     1.509953e-01    5.509428e+08            8.036074e+00                  
2821.81   2.099654e+07     1.510012e-01    5.509725e+08            8.033212e+00                  
2821.81   2.450540e+07     1.510080e-01    5.510071e+08            8.030331e+00                  
2821.81   2.860065e+07     1.510159e-01    5.510476e+08            8.027431e+00                  
2821.81   3.338028e+07     1.510251e-01    5.510947e+08            8.024511e+00                  
2821.81   3.895866e+07     1.510359e-01    5.511497e+08            8.021570e+00                  
2821.81   4.546928e+07     1.510485e-01    5.512139e+08            8.018609e+00                  
2821.81   5.306794e+07     1.510631e-01    5.512888e+08            8.015626e+00                  
2821.81   6.193645e+07     1.510801e-01    5.513762e+08            8.012623e+00                  
2821.81   7.228703e+07     1.511000e-01    5.514781e+08            8.009597e+00                  
2821.81   8.436737e+07     1.511230e-01    5.515969e+08            8.006550e+00                  
2821.81   9.846652e+07     1.511499e-01    5.517354e+08            8.003479e+00                  
2821.81   1.149219e+08     1.511810e-01    5.518969e+08            8.000386e+00                  
2821.81   1.341272e+08     1.512171e-01    5.520851e+08            7.997268e+00                  
2821.81   1.565420e+08     1.512590e-01    5.523044e+08            7.994126e+00                  
2821.81   1.827027e+08     1.513073e-01    5.525597e+08            7.990958e+00                  
2821.81   2.132353e+08     1.513630e-01    5.528568e+08            7.987765e+00                  
2821.81   2.488703e+08     1.514270e-01    5.532023e+08            7.984545e+00                  
2821.81   2.904606e+08     1.515001e-01    5.536036e+08            7.981297e+00                  
2821.81   3.390013e+08     1.515832e-01    5.540694e+08            7.978021e+00                  
2821.81   3.956539e+08     1.516769e-01    5.546090e+08            7.974714e+00                  
2821.81   4.617741e+08     1.517816e-01    5.552331e+08            7.971377e+00                  
2821.81   5.389440e+08     1.518970e-01    5.559531e+08            7.968007e+00                  
2821.81   6.290102e+08     1.520220e-01    5.567813e+08            7.964603e+00                  
2821.81   7.341280e+08     1.521544e-01    5.577307e+08            7.961164e+00                  
2821.81   8.568127e+08     1.522904e-01    5.588140e+08            7.957688e+00                  
2821.81   1.000000e+09     1.524239e-01    5.600437e+08            7.954174e+00                  
2841.61   1.000000e-01     1.507788e-01    5.514282e+08            8.293589e+00                  
2841.61   1.167116e-01     1.507788e-01    5.514282e+08            8.292010e+00                  
2841.61   1.362160e-01     1.507788e-01    5.514282e+08            8.290426e+00                  
2841.61   1.589799e-01     1.507788e-01    5.514282e+08            8.288836e+00                  
2841.61   1.855480e-01     1.507788e-01    5.514282e+08            8.287241e+00                  
2841.61   2.165561e-01     1.507788e-01    5.514282e+08            8.285639e+00                  
2841.61   2.527462e-01     1.507788e-01    5.514282e+08            8.284031e+00                  
2841.61   2.949841e-01     1.507788e-01    5.514282e+08            8.282418e+00                  
2841.61   3.442808e-01     1.507788e-01    5.514282e+08            8.280798e+00                  
2841.61   4.018156e-01     1.507788e-01    5.514282e+08            8.279173e+00                  
2841.61   4.689655e-01     1.507788e-01    5.514282e+08            8.277541e+00                  
2841.61   5.473373e-01     1.507788e-01    5.514282e+08            8.275903e+00                  
2841.61   6.388062e-01     1.507788e-01    5.514282e+08            8.274259e+00                  
2841.61   7.455611e-01     1.507788e-01    5.514282e+08            8.272609e+00                  
2841.61   8.701564e-01     1.507788e-01    5.514282e+08            8.270952e+00                  
2841.61   1.015574e+00     1.507788e-01    5.514282e+08            8.269289e+00                  
2841.61   1.185292e+00     1.507788e-01    5.514282e+08            8.267620e+00                  
2841.61   1.383374e+00     1.507788e-01    5.514282e+08            8.265944e+00                  
2841.61   1.614558e+00     1.507788e-01    5.514282e+08            8.264262e+00                  
2841.61   1.884377e+00     1.507788e-01    5.514282e+08            8.262573e+00                  
2841.61   2.199287e+00     1.507788e-01    5.514282e+08            8.260878e+00                  
2841.61   2.566823e+00     1.507788e-01    5.514282e+08            8.259175e+00                  
2841.61   2.995781e+00     1.507788e-01    5.514282e+08            8.257467e+00                  
2841.61   3.496425e+00     1.507788e-01    5.514282e+08            8.255751e+00                  
2841.61   4.080734e+00     1.507788e-01    5.514282e+08            8.254029e+00                  
2841.61   4.762690e+00     1.507788e-01    5.514282e+08            8.252300e+00                  
2841.61   5.558613e+00     1.507788e-01    5.514282e+08            8.250564e+00                  
2841.61   6.487547e+00     1.507788e-01    5.514282e+08            8.248821e+00                  
2841.61   7.571721e+00     1.507788e-01    5.514282e+08            8.247071e+00                  
2841.61   8.837079e+00     1.507788e-01    5.514282e+08            8.245313e+00                  
2841.61   1.031390e+01     1.507788e-01    5.514282e+08            8.243549e+00                  
2841.61   1.203752e+01     1.507788e-01    5.514282e+08            8.241778e+00                  
2841.61   1.404918e+01     1.507788e-01    5.514282e+08            8.239999e+00                  
2841.61   1.639703e+01     1.507788e-01    5.514282e+08            8.238213e+00                  
2841.61   1.913724e+01     1.507788e-01    5.514282e+08            8.236419e+00                  
2841.61   2.233538e+01     1.507788e-01    5.514282e+08            8.234618e+00                  
2841.61   2.606798e+01     1.507788e-01    5.514282e+08            8.232810e+00                  
2841.61   3.042436e+01     1.507788e-01    5.514282e+08            8.230994e+00                  
2841.61   3.550877e+01     1.507788e-01    5.514282e+08            8.229171e+00                  
2841.61   4.144285e+01     1.507788e-01    5.514282e+08            8.227339e+00                  
2841.61   4.836863e+01     1.507788e-01    5.514282e+08            8.225500e+00                  
2841.61   5.645181e+01     1.507788e-01    5.514282e+08            8.223654e+00                  
