"Synthetic/composite Extraterrestrial Spectrum by Chris Gueymard, May 2003"	
"Reference: C. Gueymard, ""THE SUN�S TOTAL AND SPECTRAL IRRADIANCE FOR SOLAR ENERGY APPLICATIONS AND SOLAR RADIATION MODELS"", submitted to Solar Energy, 2003."	
"1st column: wavelength (nm) in vacuum below 280 nm, in air above 280 nm"	
2nd column: irradiance (W/m2 nm)	
Number of wavelengths: 2460	
"Resolution: variable, approximately equal to spectral step"	
Total irradiance (solar constant)=1366.1 W/m2	
Wavelength (nm)	Irradiance W/(m2 nm)
1199	4.691E-01
1200	4.886E-01
1201	4.907E-01
1202	4.880E-01
1203	4.676E-01
1204	4.788E-01
1205	4.845E-01
1206	4.851E-01
1207	4.842E-01
1208	4.595E-01
1209	4.687E-01
1210	4.713E-01
1211	4.730E-01
1212	4.787E-01
1213	4.781E-01
1214	4.782E-01
1215	4.780E-01
1216	4.772E-01
1217	4.759E-01
1218	4.741E-01
1219	4.721E-01
1220	4.735E-01
1221	4.716E-01
1222	4.698E-01
1223	4.683E-01
1224	4.696E-01
1225	4.681E-01
1226	4.660E-01
1227	4.567E-01
1228	4.642E-01
1229	4.651E-01
1230	4.626E-01
1231	4.611E-01
1232	4.589E-01
1233	4.598E-01
1234	4.574E-01
1235	4.569E-01
1236	4.583E-01
1237	4.577E-01
1238	4.567E-01
1239	4.510E-01
1240	4.519E-01
1241	4.538E-01
1242	4.492E-01
1243	4.453E-01
1244	4.497E-01
1245	4.509E-01
1246	4.481E-01
1247	4.475E-01
1248	4.493E-01
1249	4.488E-01
1250	4.473E-01
1251	4.441E-01
1252	4.410E-01
1253	4.432E-01
1254	4.433E-01
1255	4.421E-01
1256	4.404E-01
1257	4.402E-01
1258	4.398E-01
1259	4.408E-01
1260	4.410E-01
1261	4.385E-01
1262	4.375E-01
1263	4.391E-01
1264	4.349E-01
1265	4.357E-01
1266	4.365E-01
1267	4.322E-01
1268	4.292E-01
1269	4.337E-01
1270	4.352E-01
1271	4.341E-01
1272	4.330E-01
1273	4.310E-01
1274	4.293E-01
1275	4.310E-01
1276	4.309E-01
1277	4.298E-01
1278	4.279E-01
1279	4.245E-01
1280	4.191E-01
1281	3.958E-01
1282	3.749E-01
1283	4.051E-01
1284	4.164E-01
1285	4.182E-01
1286	4.199E-01
1287	4.208E-01
1288	4.192E-01
1289	4.192E-01
1290	4.139E-01
1291	4.172E-01
1292	4.190E-01
1293	4.166E-01
1294	4.157E-01
1295	4.174E-01
1296	4.175E-01
1297	4.138E-01
1298	4.133E-01
1299	4.154E-01
1300	4.138E-01
1301	4.113E-01
1302	4.094E-01
1303	4.063E-01
1304	4.076E-01
1305	4.098E-01
1306	4.096E-01
1307	4.073E-01
1308	4.068E-01
1309	4.065E-01
1310	4.039E-01
1311	4.037E-01
1312	3.928E-01
1313	3.962E-01
1314	3.996E-01
1315	3.878E-01
1316	3.971E-01
1317	3.989E-01
1318	3.972E-01
1319	4.000E-01
1320	3.980E-01
1321	3.957E-01
1322	3.965E-01
1323	3.961E-01
1324	3.964E-01
1325	3.946E-01
1326	3.923E-01
1327	3.919E-01
1328	3.883E-01
1329	3.836E-01
1330	3.893E-01
1331	3.883E-01
1332	3.840E-01
1333	3.901E-01
1334	3.905E-01
1335	3.880E-01
1336	3.886E-01
1337	3.870E-01
1338	3.847E-01
1339	3.789E-01
1340	3.830E-01
1341	3.837E-01
1342	3.834E-01
1343	3.830E-01
1344	3.840E-01
1345	3.820E-01
1346	3.803E-01
1347	3.811E-01
1348	3.809E-01
1349	3.780E-01
1350	3.751E-01
1351	3.777E-01
1352	3.791E-01
1353	3.775E-01
1354	3.753E-01
1355	3.716E-01
1356	3.699E-01
1357	3.704E-01
1358	3.732E-01
1359	3.696E-01
1360	3.699E-01
1361	3.728E-01
1362	3.688E-01
1363	3.670E-01
1364	3.685E-01
1365	3.694E-01
1366	3.671E-01
1367	3.659E-01
1368	3.645E-01
1369	3.621E-01
1370	3.619E-01
1371	3.626E-01
1372	3.656E-01
1373	3.654E-01
1374	3.622E-01
1375	3.593E-01
1376	3.577E-01
1377	3.607E-01
1378	3.612E-01
1379	3.619E-01
1380	3.604E-01
1381	3.592E-01
1382	3.562E-01
1383	3.577E-01
1384	3.583E-01
1385	3.564E-01
1386	3.565E-01
1387	3.558E-01
1388	3.570E-01
1389	3.550E-01
1390	3.529E-01
1391	3.553E-01
1392	3.541E-01
1393	3.528E-01
1394	3.511E-01
1395	3.505E-01
1396	3.518E-01
1397	3.521E-01
1398	3.516E-01
1399	3.478E-01
1400	3.429E-01
1401	3.455E-01
1402	3.473E-01
1403	3.447E-01
1404	3.449E-01
1405	3.455E-01
1406	3.447E-01
1407	3.446E-01
1408	3.446E-01
1409	3.452E-01
1410	3.435E-01
1411	3.364E-01
1412	3.365E-01
1413	3.384E-01
1414	3.398E-01
1415	3.409E-01
1416	3.387E-01
1417	3.408E-01
1418	3.393E-01
1419	3.368E-01
1420	3.368E-01
1421	3.336E-01
1422	3.311E-01
1423	3.318E-01
1424	3.320E-01
1425	3.301E-01
1426	3.280E-01
1427	3.293E-01
1428	3.303E-01
1429	3.247E-01
1430	3.287E-01
1431	3.291E-01
1432	3.341E-01
1433	3.308E-01
1434	3.301E-01
1435	3.310E-01
1436	3.303E-01
1437	3.307E-01
1438	3.304E-01
1439	3.272E-01
1440	3.142E-01
1441	3.225E-01
1442	3.184E-01
1443	3.218E-01
1444	3.206E-01
1445	3.248E-01
1446	3.222E-01
1447	3.223E-01
1448	3.242E-01
1449	3.231E-01
1450	3.188E-01
1451	3.154E-01
1452	3.186E-01
1453	3.180E-01
1454	3.145E-01
1455	3.141E-01
1456	3.151E-01
1457	3.171E-01
1458	3.197E-01
1459	3.184E-01
1460	3.165E-01
1461	3.154E-01
1462	3.127E-01
1463	3.114E-01
1464	3.134E-01
1465	3.113E-01
1466	3.135E-01
1467	3.129E-01
1468	3.116E-01
1469	3.135E-01
1470	3.083E-01
1471	3.080E-01
1472	3.067E-01
1473	3.033E-01
1474	3.028E-01
1475	3.036E-01
1476	3.049E-01
1477	3.034E-01
1478	3.035E-01
1479	3.075E-01
1480	3.055E-01
1481	3.044E-01
1482	3.038E-01
1483	3.012E-01
1484	3.054E-01
1485	3.060E-01
1486	3.021E-01
1487	2.896E-01
1488	2.793E-01
1489	3.008E-01
1490	3.026E-01
1491	3.013E-01
1492	3.011E-01
1493	3.028E-01
1494	3.032E-01
1495	2.980E-01
1496	2.938E-01
1497	2.974E-01
1498	2.975E-01
1499	2.976E-01
1500	2.993E-01
1501	2.975E-01
1502	2.825E-01
1503	2.783E-01
1504	2.745E-01
1505	2.742E-01
1506	2.871E-01
1507	2.916E-01
1508	2.869E-01
1509	2.910E-01
1510	2.938E-01
1511	2.926E-01
1512	2.872E-01
1513	2.865E-01
1514	2.868E-01
1515	2.882E-01
1516	2.857E-01
1517	2.871E-01
1518	2.874E-01
1519	2.867E-01
1520	2.852E-01
1521	2.813E-01
1522	2.812E-01
1523	2.838E-01
1524	2.815E-01
1525	2.823E-01
1526	2.843E-01
1527	2.843E-01
1528	2.836E-01
1529	2.755E-01
1530	2.735E-01
1531	2.812E-01
1532	2.800E-01
1533	2.773E-01
1534	2.748E-01
1535	2.780E-01
1536	2.792E-01
1537	2.767E-01
1538	2.738E-01
1539	2.719E-01
1540	2.694E-01
1541	2.725E-01
1542	2.732E-01
1543	2.748E-01
1544	2.754E-01
1545	2.758E-01
1546	2.740E-01
1547	2.681E-01
1548	2.679E-01
1549	2.691E-01
1550	2.678E-01
1551	2.704E-01
1552	2.708E-01
1553	2.660E-01
1554	2.645E-01
1555	2.644E-01
1556	2.646E-01
1557	2.674E-01
1558	2.660E-01
1559	2.645E-01
1560	2.664E-01
1561	2.681E-01
1562	2.661E-01
1563	2.633E-01
1564	2.648E-01
1565	2.641E-01
1566	2.612E-01
1567	2.612E-01
1568	2.590E-01
1569	2.595E-01
1570	2.620E-01
1571	2.641E-01
1572	2.623E-01
1573	2.610E-01
1574	2.523E-01
1575	2.498E-01
1576	2.475E-01
1577	2.417E-01
1578	2.546E-01
1579	2.587E-01
1580	2.600E-01
1581	2.560E-01
1582	2.502E-01
1583	2.521E-01
1584	2.535E-01
1585	2.555E-01
1586	2.533E-01
1587	2.490E-01
1588	2.395E-01
1589	2.318E-01
1590	2.379E-01
1591	2.433E-01
1592	2.521E-01
1593	2.543E-01
1594	2.551E-01
1595	2.508E-01
1596	2.439E-01
1597	2.515E-01
1598	2.528E-01
1599	2.499E-01
1600	2.477E-01
1601	2.449E-01
1602	2.466E-01
1603	2.475E-01
1604	2.457E-01
1605	2.454E-01
1606	2.427E-01
1607	2.448E-01
1608	2.459E-01
1609	2.385E-01
1610	2.336E-01
1611	2.380E-01
1612	2.400E-01
1613	2.415E-01
1614	2.409E-01
1615	2.352E-01
1616	2.317E-01
1617	2.371E-01
1618	2.402E-01
1619	2.372E-01
1620	2.306E-01
1621	2.337E-01
1622	2.374E-01
1623	2.407E-01
1624	2.387E-01
1625	2.377E-01
1626	2.386E-01
1627	2.400E-01
1628	2.401E-01
1629	2.373E-01
1630	2.363E-01
1631	2.366E-01
1632	2.353E-01
1633	2.315E-01
1634	2.326E-01
1635	2.340E-01
1636	2.290E-01
1637	2.251E-01
1638	2.197E-01
1639	2.207E-01
1640	2.212E-01
1641	2.200E-01
1642	2.224E-01
1643	2.235E-01
1644	2.217E-01
1645	2.234E-01
1646	2.255E-01
1647	2.256E-01
1648	2.239E-01
1649	2.230E-01
1650	2.236E-01
1651	2.232E-01
1652	2.242E-01
1653	2.243E-01
1654	2.237E-01
1655	2.241E-01
1656	2.251E-01
1657	2.246E-01
1658	2.237E-01
1659	2.230E-01
1660	2.248E-01
1661	2.247E-01
1662	2.229E-01
1663	2.218E-01
1664	2.213E-01
1665	2.194E-01
1666	2.187E-01
1667	2.174E-01
1668	2.152E-01
1669	2.183E-01
1670	2.190E-01
1671	2.149E-01
1672	2.105E-01
1673	2.144E-01
1674	2.142E-01
1675	2.100E-01
1676	2.104E-01
1677	2.120E-01
1678	2.103E-01
1679	2.063E-01
1680	1.990E-01
1681	1.971E-01
1682	2.024E-01
1683	2.069E-01
1684	2.092E-01
1685	2.093E-01
1686	2.089E-01
1687	2.089E-01
1688	2.086E-01
1689	2.065E-01
1690	2.088E-01
1691	2.100E-01
1692	2.102E-01
1693	2.098E-01
1694	2.093E-01
1695	2.088E-01
1696	2.081E-01
1697	2.078E-01
1698	2.076E-01
1699	2.060E-01
1700	2.043E-01
1701	2.039E-01
1702	2.026E-01
1703	2.022E-01
1704	2.043E-01
1705	2.028E-01
1710	1.981E-01
1715	1.993E-01
1720	1.959E-01
1725	1.933E-01
1730	1.911E-01
1735	1.814E-01
1740	1.848E-01
1745	1.857E-01
1750	1.843E-01
1755	1.842E-01
1760	1.816E-01
1765	1.797E-01
1770	1.783E-01
1775	1.758E-01
1780	1.735E-01
1785	1.726E-01
1790	1.721E-01
1795	1.701E-01
1800	1.682E-01
1805	1.668E-01
1810	1.654E-01
1815	1.583E-01
1820	1.555E-01
1825	1.599E-01
1830	1.592E-01
1835	1.576E-01
1840	1.555E-01
1845	1.530E-01
1850	1.533E-01
1855	1.520E-01
1860	1.500E-01
1865	1.479E-01
1870	1.455E-01
1875	1.348E-01
1880	1.424E-01
1885	1.431E-01
1890	1.409E-01
1895	1.378E-01
1900	1.388E-01
1905	1.381E-01
1910	1.366E-01
1915	1.357E-01
1920	1.341E-01
1925	1.334E-01
1930	1.303E-01
1935	1.302E-01
1940	1.272E-01
1945	1.203E-01
1950	1.246E-01
1955	1.267E-01
1960	1.251E-01
1965	1.230E-01
1970	1.225E-01
1975	1.204E-01
1980	1.191E-01
1985	1.183E-01
1990	1.182E-01
1995	1.162E-01
2000	1.159E-01
2005	1.147E-01
2010	1.144E-01
2015	1.134E-01
2020	1.114E-01
2025	1.108E-01
2030	1.091E-01
2035	1.081E-01
2040	1.076E-01
2045	1.077E-01
2050	1.064E-01
2055	1.053E-01
2060	1.037E-01
2065	1.029E-01
2070	1.023E-01
2075	1.022E-01
2080	1.006E-01
2085	9.972E-02
2090	9.874E-02
2095	9.729E-02
2100	9.745E-02
2105	9.684E-02
2110	9.573E-02
2115	9.489E-02
2120	9.370E-02
2125	9.285E-02
2130	9.277E-02
2135	9.165E-02
2140	9.141E-02
2145	9.059E-02
2150	9.007E-02
2155	8.921E-02
2160	8.778E-02
2165	8.270E-02
2170	8.508E-02
2175	8.562E-02
2180	8.491E-02
2185	8.458E-02
2190	8.358E-02
2195	8.337E-02
2200	8.258E-02
2205	8.068E-02
2210	8.048E-02
2215	8.019E-02
2220	7.969E-02
2225	7.868E-02
2230	7.827E-02
2235	7.761E-02
2240	7.656E-02
2245	7.616E-02
2250	7.541E-02
2255	7.456E-02
2260	7.414E-02
2265	7.347E-02
2270	7.318E-02
2275	7.264E-02
2280	7.142E-02
2285	7.103E-02
2290	7.064E-02
2295	6.909E-02
2300	6.918E-02
2305	6.897E-02
2310	6.843E-02
2315	6.760E-02
2320	6.671E-02
2325	6.534E-02
2330	6.561E-02
2335	6.509E-02
2340	6.487E-02
2345	6.461E-02
2350	6.351E-02
2355	6.220E-02
2360	6.246E-02
2365	6.230E-02
2370	6.157E-02
2375	6.089E-02
2380	6.055E-02
2385	5.856E-02
2390	5.906E-02
2395	5.884E-02
2400	5.847E-02
2405	5.813E-02
2410	5.769E-02
2415	5.596E-02
2420	5.622E-02
2425	5.602E-02
2430	5.580E-02
2435	5.515E-02
2440	5.501E-02
2445	5.429E-02
2450	5.337E-02
2455	5.297E-02
2460	5.311E-02
2465	5.299E-02
2470	5.217E-02
2475	5.207E-02
2480	5.100E-02
2485	5.065E-02
2490	5.079E-02
2495	5.050E-02
2500	5.034E-02
2505	4.997E-02
2510	4.919E-02
2515	4.894E-02
2520	4.881E-02
2525	4.856E-02
2530	4.826E-02
2535	4.779E-02
2540	4.700E-02
2545	4.685E-02
2550	4.657E-02
2555	4.619E-02
2560	4.587E-02
2565	4.556E-02
2570	4.535E-02
2575	4.527E-02
2580	4.473E-02
2585	4.365E-02
2590	4.405E-02
2595	4.376E-02
2600	4.354E-02
2605	4.334E-02
2610	4.297E-02
2615	4.257E-02
2620	4.179E-02
2625	3.984E-02
2630	4.101E-02
2635	4.141E-02
2640	4.059E-02
2645	4.071E-02
2650	4.055E-02
2655	4.003E-02
2660	3.996E-02
2665	3.917E-02
2670	3.943E-02
2675	3.907E-02
2680	3.899E-02
2685	3.883E-02
2690	3.854E-02
2695	3.823E-02
2700	3.806E-02
2705	3.776E-02
2710	3.745E-02
2715	3.726E-02
2720	3.700E-02
2725	3.669E-02
2730	3.650E-02
2735	3.629E-02
2740	3.597E-02
2745	3.584E-02
2750	3.554E-02
2755	3.502E-02
2760	3.460E-02
2765	3.465E-02
2770	3.456E-02
2775	3.425E-02
2780	3.409E-02
2785	3.387E-02
2790	3.376E-02
2795	3.353E-02
2800	3.325E-02
2805	3.302E-02
2810	3.287E-02
2815	3.263E-02
2820	3.242E-02
2825	3.218E-02
2830	3.200E-02
2835	3.182E-02
2840	3.148E-02
2845	3.133E-02
2850	3.111E-02
2855	3.093E-02
2860	3.074E-02
2865	3.047E-02
2870	2.994E-02
2875	2.977E-02
2880	2.988E-02
2885	2.973E-02
2890	2.953E-02
2895	2.938E-02
2900	2.918E-02
2905	2.899E-02
2910	2.883E-02
2915	2.862E-02
2920	2.843E-02
2925	2.813E-02
2930	2.803E-02
2935	2.790E-02
2940	2.770E-02
2945	2.747E-02
2950	2.733E-02
2955	2.719E-02
2960	2.704E-02
2965	2.689E-02
2970	2.671E-02
2975	2.655E-02
2980	2.635E-02
2985	2.620E-02
2990	2.601E-02
2995	2.581E-02
3000	2.560E-02
3005	2.555E-02
3010	2.539E-02
3015	2.522E-02
3020	2.505E-02
3025	2.489E-02
3030	2.469E-02
3035	2.432E-02
3040	2.393E-02
3045	2.415E-02
3050	2.414E-02
3055	2.397E-02
3060	2.383E-02
3065	2.362E-02
3070	2.351E-02
3075	2.343E-02
3080	2.324E-02
3085	2.306E-02
3090	2.296E-02
3095	2.282E-02
3100	2.266E-02
3105	2.258E-02
3110	2.240E-02
3115	2.201E-02
3120	2.208E-02
3125	2.201E-02
3130	2.188E-02
3135	2.177E-02
3140	2.163E-02
3145	2.150E-02
3150	2.125E-02
3155	2.119E-02
3160	2.112E-02
3165	2.095E-02
3170	2.079E-02
3175	2.075E-02
3180	2.058E-02
3185	2.049E-02
3190	2.039E-02
3195	2.027E-02
3200	2.008E-02
3205	2.001E-02
3210	1.991E-02
3215	1.975E-02
3220	1.967E-02
3225	1.954E-02
3230	1.943E-02
3235	1.929E-02
3240	1.916E-02
3245	1.904E-02
3250	1.900E-02
3255	1.886E-02
3260	1.874E-02
3265	1.863E-02
3270	1.854E-02
3275	1.841E-02
3280	1.827E-02
3285	1.816E-02
3290	1.800E-02
3295	1.763E-02
3300	1.760E-02
3305	1.774E-02
3310	1.768E-02
3315	1.751E-02
3320	1.721E-02
3325	1.732E-02
3330	1.729E-02
3335	1.718E-02
3340	1.706E-02
3345	1.700E-02
3350	1.688E-02
3355	1.679E-02
3360	1.672E-02
3365	1.658E-02
3370	1.644E-02
3375	1.640E-02
3380	1.631E-02
3385	1.623E-02
3390	1.617E-02
3395	1.596E-02
3400	1.575E-02
3405	1.582E-02
3410	1.575E-02
3415	1.561E-02
3420	1.559E-02
3425	1.550E-02
3430	1.541E-02
3435	1.537E-02
3440	1.529E-02
3445	1.520E-02
3450	1.512E-02
3455	1.503E-02
3460	1.496E-02
3465	1.487E-02
3470	1.476E-02
3475	1.468E-02
3480	1.462E-02
3485	1.454E-02
3490	1.446E-02
3495	1.437E-02
3500	1.431E-02
3505	1.424E-02
3510	1.416E-02
3515	1.407E-02
3520	1.399E-02
3525	1.392E-02
3530	1.385E-02
3535	1.374E-02
3540	1.367E-02
3545	1.364E-02
3550	1.356E-02
3555	1.344E-02
3560	1.336E-02
3565	1.333E-02
3570	1.324E-02
3575	1.318E-02
3580	1.309E-02
3585	1.303E-02
3590	1.298E-02
3595	1.290E-02
3600	1.283E-02
3605	1.279E-02
3610	1.272E-02
3615	1.266E-02
3620	1.260E-02
3625	1.252E-02
3630	1.245E-02
3635	1.239E-02
3640	1.231E-02
3645	1.222E-02
3650	1.214E-02
3655	1.204E-02
3660	1.201E-02
3665	1.198E-02
3670	1.190E-02
3675	1.182E-02
3680	1.167E-02
3685	1.166E-02
3690	1.166E-02
3695	1.149E-02
3700	1.133E-02
3705	1.136E-02
3710	1.132E-02
3715	1.130E-02
3720	1.129E-02
3725	1.125E-02
3730	1.119E-02
3735	1.101E-02
3740	1.075E-02
3745	1.073E-02
3750	1.083E-02
3755	1.081E-02
3760	1.080E-02
3765	1.078E-02
3770	1.073E-02
3775	1.063E-02
3780	1.059E-02
3785	1.056E-02
3790	1.048E-02
3795	1.043E-02
3800	1.039E-02
3805	1.035E-02
3810	1.029E-02
3815	1.024E-02
3820	1.021E-02
3825	1.019E-02
3830	1.013E-02
3835	1.005E-02
3840	1.002E-02
3845	9.991E-03
3850	9.942E-03
3855	9.883E-03
3860	9.806E-03
3865	9.739E-03
3870	9.701E-03
3875	9.682E-03
3880	9.631E-03
3885	9.544E-03
3890	9.526E-03
3895	9.475E-03
3900	9.424E-03
3905	9.398E-03
3910	9.358E-03
3915	9.313E-03
3920	9.262E-03
3925	9.226E-03
3930	9.174E-03
3935	9.121E-03
3940	9.093E-03
3945	9.030E-03
3950	8.952E-03
3955	8.896E-03
3960	8.871E-03
3965	8.854E-03
3970	8.813E-03
3975	8.764E-03
3980	8.716E-03
3985	8.643E-03
3990	8.589E-03
3995	8.533E-03
4000	8.300E-03
4020	7.975E-03
4040	7.815E-03
4060	7.658E-03
4080	7.506E-03
4100	7.357E-03
4120	7.213E-03
4140	7.071E-03
4160	6.933E-03
4180	6.798E-03
4200	6.667E-03
4220	6.538E-03
4240	6.413E-03
4260	6.290E-03
4280	6.171E-03
4300	6.054E-03
4320	5.941E-03
4340	5.829E-03
4360	5.721E-03
4380	5.614E-03
4400	5.511E-03
4420	5.409E-03
4440	5.311E-03
4460	5.214E-03
4480	5.119E-03
4500	5.026E-03
4520	4.936E-03
4540	4.847E-03
4560	4.761E-03
4580	4.677E-03
4600	4.594E-03
4620	4.513E-03
4640	4.434E-03
4660	4.356E-03
4680	4.281E-03
4700	4.207E-03
4720	4.134E-03
4740	4.064E-03
4760	3.994E-03
4780	3.926E-03
4800	3.859E-03
4820	3.794E-03
4840	3.731E-03
4860	3.668E-03
4880	3.607E-03
4900	3.547E-03
4920	3.488E-03
4940	3.431E-03
4960	3.375E-03
4980	3.320E-03
5000	3.266E-03
5050	3.197E-03
5100	3.078E-03
5150	2.964E-03
5200	2.854E-03
5250	2.751E-03
5300	2.652E-03
5350	2.558E-03
5400	2.467E-03
5450	2.380E-03
5500	2.298E-03
5550	2.218E-03
5600	2.143E-03
5650	2.071E-03
5700	2.001E-03
5750	1.935E-03
5800	1.871E-03
5850	1.810E-03
5900	1.751E-03
5950	1.695E-03
6000	1.641E-03
6050	1.589E-03
6100	1.539E-03
6150	1.491E-03
6200	1.445E-03
6250	1.401E-03
6300	1.358E-03
6350	1.318E-03
6400	1.278E-03
6450	1.241E-03
6500	1.204E-03
6550	1.168E-03
6600	1.134E-03
6650	1.102E-03
6700	1.070E-03
6750	1.040E-03
6800	1.011E-03
6850	9.825E-04
6900	9.552E-04
6950	9.290E-04
7000	9.036E-04
7050	8.790E-04
7100	8.553E-04
7150	8.324E-04
7200	8.102E-04
7250	7.888E-04
7300	7.681E-04
7350	7.481E-04
7400	7.287E-04
7450	7.100E-04
7500	6.918E-04
7550	6.743E-04
7600	6.572E-04
7650	6.407E-04
7700	6.248E-04
7750	6.094E-04
7800	5.944E-04
7850	5.799E-04
7900	5.658E-04
7950	5.522E-04
8000	5.389E-04
8050	5.261E-04
8100	5.137E-04
8150	5.015E-04
8200	4.898E-04
8250	4.784E-04
8300	4.673E-04
8350	4.566E-04
8400	4.462E-04
8450	4.361E-04
8500	4.263E-04
8550	4.166E-04
8600	4.073E-04
8650	3.983E-04
8700	3.895E-04
8750	3.809E-04
8800	3.727E-04
8850	3.646E-04
8900	3.567E-04
8950	3.491E-04
9000	3.417E-04
9050	3.344E-04
9100	3.273E-04
9150	3.205E-04
9200	3.138E-04
9250	3.073E-04
9300	3.010E-04
9350	2.948E-04
9400	2.887E-04
9450	2.829E-04
9500	2.771E-04
9550	2.716E-04
9600	2.661E-04
9650	2.608E-04
9700	2.557E-04
9750	2.507E-04
9800	2.457E-04
9850	2.410E-04
9900	2.363E-04
9950	2.317E-04
10000	2.272E-04
11000	1.540E-04
12000	1.085E-04
13000	7.856E-05
14000	5.831E-05
15000	4.418E-05
16000	3.401E-05
17000	2.666E-05
18000	2.120E-05
19000	1.705E-05
20000	1.385E-05
25000	5.699E-06
30000	2.760E-06
35000	1.488E-06
40000	8.770E-07
50000	3.608E-07
60000	1.743E-07
80000	5.539E-08
100000	2.280E-08
120000	1.102E-08
150000	4.531E-09
200000	1.441E-09
250000	5.916E-10
300000	2.779E-10
400000	9.514E-11
1000000	3.184E-12
