#grid point	p_iterations	c_iterations	p_convergence   	c_convergence   	P (bar)         	T(k)            	n_<H> (cm-3)    	n_g (cm-3)      	m(u)            	e-   	Al   	Ar   	C    	Ca   	Cl   	Co   	Cr   	Cu   	F    	Fe   	Ge   	H    	He   	K    	Mg   	Mn   	N    	Na   	Ne   	Ni   	O    	P    	S    	Si   	Ti   	V    	Zn   
1404      	1         	4         	ok              	ok              	2.1544350000e-05	4.5000000000e+03	3.1920408531e+13	3.4676651912e+13	1.2583013398e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1405      	1         	4         	ok              	ok              	4.6415890000e-05	4.5000000000e+03	6.8772821757e+13	7.4708573743e+13	1.2583451024e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1406      	1         	5         	ok              	ok              	1.0000000000e-04	4.5000000000e+03	1.4817026690e+14	1.6095473715e+14	1.2583766673e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1407      	1         	5         	ok              	ok              	2.1544350000e-04	4.5000000000e+03	3.1923046906e+14	3.4676651912e+14	1.2584052730e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1408      	1         	5         	ok              	ok              	4.6415890000e-04	4.5000000000e+03	6.8778197928e+14	7.4708573743e+14	1.2584434264e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1409      	1         	5         	ok              	ok              	1.0000000000e-03	4.5000000000e+03	1.4818611303e+15	1.6095473715e+15	1.2585112156e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1410      	1         	6         	ok              	ok              	2.1544350000e-03	4.5000000000e+03	3.1929113767e+15	3.4676651912e+15	1.2586444039e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1411      	1         	7         	ok              	ok              	4.6415890000e-03	4.5000000000e+03	6.8803731808e+15	7.4708573743e+15	1.2589105995e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1412      	1         	8         	ok              	ok              	1.0000000000e-02	4.5000000000e+03	1.4829607189e+16	1.6095473715e+16	1.2594450404e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1413      	1         	8         	ok              	ok              	2.1544350000e-02	4.5000000000e+03	3.1977019636e+16	3.4676651912e+16	1.2605328139e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1414      	1         	8         	ok              	ok              	4.6415890000e-02	4.5000000000e+03	6.9015544493e+16	7.4708573743e+16	1.2627861240e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1415      	1         	7         	ok              	ok              	1.0000000000e-01	4.5000000000e+03	1.4924457326e+17	1.6095473715e+17	1.2675004161e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1416      	1         	6         	ok              	ok              	2.1544350000e-01	4.5000000000e+03	3.2402815399e+17	3.4676651912e+17	1.2773176363e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1417      	1         	5         	ok              	ok              	4.6415890000e-01	4.5000000000e+03	7.0899917597e+17	7.4708573743e+17	1.2972647082e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1418      	1         	4         	ok              	ok              	1.0000000000e+00	4.5000000000e+03	1.5727126084e+18	1.6095473715e+18	1.3356692305e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1419      	1         	3         	ok              	ok              	2.1544350000e+00	4.5000000000e+03	3.5587901653e+18	3.4676651912e+18	1.4028735813e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1420      	1         	4         	ok              	ok              	4.6415890000e+00	4.5000000000e+03	8.2248660974e+18	7.4708573743e+18	1.5049140742e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1421      	1         	4         	ok              	ok              	1.0000000000e+01	4.5000000000e+03	1.9255987512e+19	1.6095473715e+19	1.6353674313e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1422      	1         	4         	ok              	ok              	2.1544350000e+01	4.5000000000e+03	4.5057608125e+19	3.4676651912e+19	1.7761689992e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1423      	1         	4         	ok              	ok              	4.6415890000e+01	4.5000000000e+03	1.0429351083e+20	7.4708573743e+19	1.9082714470e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1424      	1         	5         	ok              	ok              	1.0000000000e+02	4.5000000000e+03	2.3785768521e+20	1.6095473715e+20	2.0200714716e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1425      	1         	5         	ok              	ok              	2.1544350000e+02	4.5000000000e+03	5.3480437215e+20	3.4676651912e+20	2.1081965618e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1426      	1         	6         	ok              	ok              	4.6415890000e+02	4.5000000000e+03	1.1884093796e+21	7.4708573743e+20	2.1744475427e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1427      	1         	6         	ok              	ok              	1.0000000000e+03	4.5000000000e+03	2.6172527116e+21	1.6095473715e+21	2.2227734691e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1428      	1         	2         	ok              	ok              	1.0000000000e-06	4.5500000000e+03	1.4645691359e+12	1.5918600377e+12	1.2576464556e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1429      	1         	3         	ok              	ok              	2.1544350000e-06	4.5500000000e+03	3.1559551575e+12	3.4295589803e+12	1.2578997913e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1430      	1         	3         	ok              	ok              	4.6415890000e-06	4.5500000000e+03	6.8002359793e+12	7.3887600406e+12	1.2580730710e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1431      	1         	3         	ok              	ok              	1.0000000000e-05	4.5500000000e+03	1.4652039234e+13	1.5918600377e+13	1.2581910815e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1432      	1         	3         	ok              	ok              	2.1544350000e-05	4.5500000000e+03	3.1568873550e+13	3.4295589803e+13	1.2582710236e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1433      	1         	4         	ok              	ok              	4.6415890000e-05	4.5500000000e+03	6.8015998886e+13	7.3887600406e+13	1.2583251834e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1434      	1         	4         	ok              	ok              	1.0000000000e-04	4.5500000000e+03	1.4654045450e+14	1.5918600377e+14	1.2583632153e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1435      	1         	5         	ok              	ok              	2.1544350000e-04	4.5500000000e+03	3.1571973118e+14	3.4295589803e+14	1.2583944745e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1436      	1         	5         	ok              	ok              	4.6415890000e-04	4.5500000000e+03	6.8021710724e+14	7.3887600406e+14	1.2584307975e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1437      	1         	5         	ok              	ok              	1.0000000000e-03	4.5500000000e+03	1.4655528809e+15	1.5918600377e+15	1.2584905568e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1438      	1         	5         	ok              	ok              	2.1544350000e-03	4.5500000000e+03	3.1577281886e+15	3.4295589803e+15	1.2586060465e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1439      	1         	6         	ok              	ok              	4.6415890000e-03	4.5500000000e+03	6.8043727617e+15	7.3887600406e+15	1.2588380909e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1440      	1         	7         	ok              	ok              	1.0000000000e-02	4.5500000000e+03	1.4665039139e+16	1.5918600377e+16	1.2593071996e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1441      	1         	8         	ok              	ok              	2.1544350000e-02	4.5500000000e+03	3.1618874674e+16	3.4295589803e+16	1.2602638119e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1442      	1         	8         	ok              	ok              	4.6415890000e-02	4.5500000000e+03	6.8227769117e+16	7.3887600406e+16	1.2622429018e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1443      	1         	7         	ok              	ok              	1.0000000000e-01	4.5500000000e+03	1.4747405100e+17	1.5918600377e+17	1.2663800416e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1444      	1         	6         	ok              	ok              	2.1544350000e-01	4.5500000000e+03	3.1988868022e+17	3.4295589803e+17	1.2750109590e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1445      	1         	5         	ok              	ok              	4.6415890000e-01	4.5500000000e+03	6.9871505705e+17	7.3887600406e+17	1.2926527043e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1446      	1         	4         	ok              	ok              	1.0000000000e+00	4.5500000000e+03	1.5453749852e+18	1.5918600377e+18	1.3270348074e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1447      	1         	3         	ok              	ok              	2.1544350000e+00	4.5500000000e+03	3.4834713924e+18	3.4295589803e+18	1.3884405433e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1448      	1         	4         	ok              	ok              	4.6415890000e+00	4.5500000000e+03	8.0232756158e+18	7.3887600406e+18	1.4843402432e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1449      	1         	4         	ok              	ok              	1.0000000000e+01	4.5500000000e+03	1.8758815241e+19	1.5918600377e+19	1.6108453134e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1450      	1         	4         	ok              	ok              	2.1544350000e+01	4.5500000000e+03	4.3939201609e+19	3.4295589803e+19	1.7513268122e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1451      	1         	4         	ok              	ok              	4.6415890000e+01	4.5500000000e+03	1.0194814712e+20	7.3887600406e+19	1.8860842343e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1452      	1         	5         	ok              	ok              	1.0000000000e+02	4.5500000000e+03	2.3313258050e+20	1.5918600377e+20	2.0019415855e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1453      	1         	5         	ok              	ok              	2.1544350000e+02	4.5500000000e+03	5.2542741210e+20	3.4295589803e+20	2.0942463214e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1454      	1         	6         	ok              	ok              	4.6415890000e+02	4.5500000000e+03	1.1697751825e+21	7.3887600406e+20	2.1641340113e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1455      	1         	6         	ok              	ok              	1.0000000000e+03	4.5500000000e+03	2.5798422541e+21	1.5918600377e+21	2.2153460770e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1456      	1         	2         	ok              	ok              	1.0000000000e-06	4.6000000000e+03	1.4484482091e+12	1.5745572112e+12	1.2574715051e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1457      	1         	3         	ok              	ok              	2.1544350000e-06	4.6000000000e+03	3.1213543450e+12	3.3922811653e+12	1.2577802360e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1458      	1         	3         	ok              	ok              	4.6415890000e-06	4.6000000000e+03	6.7258847205e+12	7.3084474314e+12	1.2579916592e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1459      	1         	3         	ok              	ok              	1.0000000000e-05	4.6000000000e+03	1.4492142733e+13	1.5745572112e+13	1.2581359842e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1460      	1         	3         	ok              	ok              	2.1544350000e-05	4.6000000000e+03	3.1224816630e+13	3.3922811653e+13	1.2582341046e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1461      	1         	4         	ok              	ok              	4.6415890000e-05	4.6000000000e+03	6.7275386035e+13	7.3084474314e+13	1.2583007300e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1462      	1         	4         	ok              	ok              	1.0000000000e-04	4.6000000000e+03	1.4494574266e+14	1.5745572112e+14	1.2583469000e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1463      	1         	5         	ok              	ok              	2.1544350000e-04	4.6000000000e+03	3.1228500159e+14	3.3922811653e+14	1.2583824202e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1464      	1         	5         	ok              	ok              	4.6415890000e-04	4.6000000000e+03	6.7281696925e+14	7.3084474314e+14	1.2584186939e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1465      	1         	5         	ok              	ok              	1.0000000000e-03	4.6000000000e+03	1.4496023307e+15	1.5745572112e+15	1.2584726522e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1466      	1         	5         	ok              	ok              	2.1544350000e-03	4.6000000000e+03	3.1233243006e+15	3.3922811653e+15	1.2585735067e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1467      	1         	6         	ok              	ok              	4.6415890000e-03	4.6000000000e+03	6.7300800538e+15	7.3084474314e+15	1.2587759752e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1468      	1         	7         	ok              	ok              	1.0000000000e-02	4.6000000000e+03	1.4504261328e+16	1.5745572112e+16	1.2591878108e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1469      	1         	8         	ok              	ok              	2.1544350000e-02	4.6000000000e+03	3.1269400255e+16	3.3922811653e+16	1.2600304636e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1470      	1         	8         	ok              	ok              	4.6415890000e-02	4.6000000000e+03	6.7461060983e+16	7.3084474314e+16	1.2617734046e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1471      	1         	8         	ok              	ok              	1.0000000000e-01	4.6000000000e+03	1.4575981981e+17	1.5745572112e+17	1.2654142010e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1472      	1         	7         	ok              	ok              	2.1544350000e-01	4.6000000000e+03	3.1591739901e+17	3.3922811653e+17	1.2730194165e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1473      	1         	5         	ok              	ok              	4.6415890000e-01	4.6000000000e+03	6.8897618757e+17	7.3084474314e+17	1.2886423668e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1474      	1         	4         	ok              	ok              	1.0000000000e+00	4.6000000000e+03	1.5198019447e+18	1.5745572112e+18	1.3194163679e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1475      	1         	4         	ok              	ok              	2.1544350000e+00	4.6000000000e+03	3.4132517169e+18	3.3922811653e+18	1.3754024434e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1476      	1         	4         	ok              	ok              	4.6415890000e+00	4.6000000000e+03	7.8336290943e+18	7.3084474314e+18	1.4651807055e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1477      	1         	4         	ok              	ok              	1.0000000000e+01	4.6000000000e+03	1.8283540249e+19	1.5745572112e+19	1.5872859036e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1478      	1         	4         	ok              	ok              	2.1544350000e+01	4.6000000000e+03	4.2853600598e+19	3.3922811653e+19	1.7268268314e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1479      	1         	4         	ok              	ok              	4.6415890000e+01	4.6000000000e+03	9.9647336566e+19	7.3084474314e+19	1.8637767001e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
