#grid point	p_iterations	c_iterations	p_convergence   	c_convergence   	P (bar)         	T(k)            	n_<H> (cm-3)    	n_g (cm-3)      	m(u)            	e-   	Al   	Ar   	C    	Ca   	Cl   	Co   	Cr   	Cu   	F    	Fe   	Ge   	H    	He   	K    	Mg   	Mn   	N    	Na   	Ne   	Ni   	O    	P    	S    	Si   	Ti   	V    	Zn   
508       	1         	3         	ok              	ok              	2.1544350000e-05	2.9000000000e+03	4.9621951553e+13	5.3808597795e+13	1.2605947070e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
509       	1         	4         	ok              	ok              	4.6415890000e-05	2.9000000000e+03	1.0707668110e+14	1.1592709719e+14	1.2625926399e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
510       	1         	4         	ok              	ok              	1.0000000000e-04	2.9000000000e+03	2.3146526363e+14	2.4975735074e+14	1.2668373480e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
511       	1         	4         	ok              	ok              	2.1544350000e-04	2.9000000000e+03	5.0218494572e+14	5.3808597795e+14	1.2757492645e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
512       	1         	4         	ok              	ok              	4.6415890000e-04	2.9000000000e+03	1.0973873669e+15	1.1592709719e+15	1.2939822126e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
513       	1         	4         	ok              	ok              	1.0000000000e-03	2.9000000000e+03	2.4290202497e+15	2.4975735074e+15	1.3294321196e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
514       	1         	4         	ok              	ok              	2.1544350000e-03	2.9000000000e+03	5.4811055931e+15	5.3808597795e+15	1.3924185634e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
515       	1         	3         	ok              	ok              	4.6415890000e-03	2.9000000000e+03	1.2636634400e+16	1.1592709719e+16	1.4900463215e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
516       	1         	3         	ok              	ok              	1.0000000000e-02	2.9000000000e+03	2.9557475937e+16	2.4975735074e+16	1.6177163537e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
517       	1         	3         	ok              	ok              	2.1544350000e-02	2.9000000000e+03	6.9215355915e+16	5.3808597795e+16	1.7583450056e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
518       	1         	4         	ok              	ok              	4.6415890000e-02	2.9000000000e+03	1.6048683416e+17	1.1592709719e+17	1.8923774249e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
519       	1         	4         	ok              	ok              	1.0000000000e-01	2.9000000000e+03	3.6671543399e+17	2.4975735074e+17	2.0070778544e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
520       	1         	4         	ok              	ok              	2.1544350000e-01	2.9000000000e+03	8.2591734248e+17	5.3808597795e+17	2.0981581485e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
521       	1         	4         	ok              	ok              	4.6415890000e-01	2.9000000000e+03	1.8377045716e+18	1.1592709719e+18	2.1669258160e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
522       	1         	4         	ok              	ok              	1.0000000000e+00	2.9000000000e+03	4.0509393725e+18	2.4975735074e+18	2.2171280337e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
523       	1         	5         	ok              	ok              	2.1544350000e+00	2.9000000000e+03	8.8685439593e+18	5.3808597795e+18	2.2529624708e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
524       	1         	5         	ok              	ok              	4.6415890000e+00	2.9000000000e+03	1.9320382292e+19	1.1592709719e+19	2.2781591666e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
525       	1         	5         	ok              	ok              	1.0000000000e+01	2.9000000000e+03	4.1944960518e+19	2.4975735074e+19	2.2956983381e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
526       	1         	5         	ok              	ok              	2.1544350000e+01	2.9000000000e+03	9.0845097838e+19	5.3808597795e+19	2.3078263667e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
527       	1         	5         	ok              	ok              	4.6415890000e+01	2.9000000000e+03	1.9642833369e+20	1.1592709719e+20	2.3161809196e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
528       	1         	5         	ok              	ok              	1.0000000000e+02	2.9000000000e+03	4.2424439192e+20	2.4975735074e+20	2.3219407825e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
529       	1         	6         	ok              	ok              	2.1544350000e+02	2.9000000000e+03	9.1559578434e+20	5.3808597795e+20	2.3259770146e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
530       	1         	6         	ok              	ok              	4.6415890000e+02	2.9000000000e+03	1.9751381256e+21	1.1592709719e+21	2.3289803236e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
531       	1         	8         	ok              	ok              	1.0000000000e+03	2.9000000000e+03	4.2597889445e+21	2.4975735074e+21	2.3314339043e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
532       	1         	3         	ok              	ok              	1.0000000000e-06	2.9500000000e+03	2.2610908343e+12	2.4552417531e+12	1.2588589529e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
533       	1         	3         	ok              	ok              	2.1544350000e-06	2.9500000000e+03	4.8716993580e+12	5.2896587663e+12	1.2589432211e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
534       	1         	3         	ok              	ok              	4.6415890000e-06	2.9500000000e+03	1.0497086838e+13	1.1396223113e+13	1.2591027291e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
535       	1         	3         	ok              	ok              	1.0000000000e-05	2.9500000000e+03	2.2621116765e+13	2.4552417531e+13	1.2594272822e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
536       	1         	3         	ok              	ok              	2.1544350000e-05	2.9500000000e+03	4.8762145543e+13	5.2896587663e+13	1.2601100184e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
537       	1         	4         	ok              	ok              	4.6415890000e-05	2.9500000000e+03	1.0517598896e+14	1.1396223113e+14	1.2615630918e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
538       	1         	4         	ok              	ok              	1.0000000000e-04	2.9500000000e+03	2.2715052322e+14	2.4552417531e+14	1.2646571200e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
539       	1         	4         	ok              	ok              	2.1544350000e-04	2.9500000000e+03	4.9191066523e+14	5.2896587663e+14	1.2711941755e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
540       	1         	4         	ok              	ok              	4.6415890000e-04	2.9500000000e+03	1.0710875104e+15	1.1396223113e+15	1.2847461467e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
541       	1         	4         	ok              	ok              	1.0000000000e-03	2.9500000000e+03	2.3561307733e+15	2.4552417531e+15	1.3117722577e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
542       	1         	4         	ok              	ok              	2.1544350000e-03	2.9500000000e+03	5.2702026935e+15	5.2896587663e+15	1.3619243122e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
543       	1         	4         	ok              	ok              	4.6415890000e-03	2.9500000000e+03	1.2044407833e+16	1.1396223113e+16	1.4447004896e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
544       	1         	3         	ok              	ok              	1.0000000000e-02	2.9500000000e+03	2.8042005450e+16	2.4552417531e+16	1.5612344238e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
545       	1         	3         	ok              	ok              	2.1544350000e-02	2.9500000000e+03	6.5743244085e+16	5.2896587663e+16	1.6989350806e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
546       	1         	4         	ok              	ok              	4.6415890000e-02	2.9500000000e+03	1.5321743000e+17	1.1396223113e+17	1.8378097026e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
547       	1         	4         	ok              	ok              	1.0000000000e-01	2.9500000000e+03	3.5233391003e+17	2.4552417531e+17	1.9616137277e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
548       	1         	4         	ok              	ok              	2.1544350000e-01	2.9500000000e+03	7.9820350376e+17	5.2896587663e+17	2.0627152647e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
549       	1         	4         	ok              	ok              	4.6415890000e-01	2.9500000000e+03	1.7845228204e+18	1.1396223113e+18	2.1404962540e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
550       	1         	4         	ok              	ok              	1.0000000000e+00	2.9500000000e+03	3.9479124659e+18	2.4552417531e+18	2.1979943049e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
551       	1         	5         	ok              	ok              	2.1544350000e+00	2.9500000000e+03	8.6656758589e+18	5.2896587663e+18	2.2393815337e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
552       	1         	5         	ok              	ok              	4.6415890000e+00	2.9500000000e+03	1.8913610706e+19	1.1396223113e+19	2.2686464075e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
553       	1         	5         	ok              	ok              	1.0000000000e+01	2.9500000000e+03	4.1115411074e+19	2.4552417531e+19	2.2890943042e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
554       	1         	5         	ok              	ok              	2.1544350000e+01	2.9500000000e+03	8.9128998841e+19	5.2896587663e+19	2.3032690947e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
555       	1         	5         	ok              	ok              	4.6415890000e+01	2.9500000000e+03	1.9283787190e+20	1.1396223113e+20	2.3130482670e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
556       	1         	5         	ok              	ok              	1.0000000000e+02	2.9500000000e+03	4.1666761519e+20	2.4552417531e+20	2.3197906542e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
557       	1         	6         	ok              	ok              	2.1544350000e+02	2.9500000000e+03	8.9950349097e+20	5.2896587663e+20	2.3244944075e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
558       	1         	5         	ok              	ok              	4.6415890000e+02	2.9500000000e+03	1.9407924339e+21	1.1396223113e+21	2.3279382495e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
559       	1         	8         	ok              	ok              	1.0000000000e+03	2.9500000000e+03	4.1862420091e+21	2.4552417531e+21	2.3306838969e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
560       	1         	4         	ok              	ok              	1.0000000000e-06	3.0000000000e+03	2.2233522080e+12	2.4143210572e+12	1.2588285115e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
561       	1         	3         	ok              	ok              	2.1544350000e-06	3.0000000000e+03	4.7903271246e+12	5.2014977868e+12	1.2588966480e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
562       	1         	3         	ok              	ok              	4.6415890000e-06	3.0000000000e+03	1.0321451553e+13	1.1206286062e+13	1.2590193193e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
563       	1         	3         	ok              	ok              	1.0000000000e-05	3.0000000000e+03	2.2241178304e+13	2.4143210572e+13	1.2592619690e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
564       	1         	3         	ok              	ok              	2.1544350000e-05	3.0000000000e+03	4.7936352313e+13	5.2014977868e+13	1.2597659956e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
565       	1         	3         	ok              	ok              	4.6415890000e-05	3.0000000000e+03	1.0336331114e+14	1.1206286062e+14	1.2608343233e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
566       	1         	4         	ok              	ok              	1.0000000000e-04	3.0000000000e+03	2.2309147215e+14	2.4143210572e+14	1.2631102533e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
567       	1         	4         	ok              	ok              	2.1544350000e-04	3.0000000000e+03	4.8247354155e+14	5.2014977868e+14	1.2679391060e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
568       	1         	4         	ok              	ok              	4.6415890000e-04	3.0000000000e+03	1.0477429554e+15	1.1206286062e+15	1.2780456227e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
569       	1         	4         	ok              	ok              	1.0000000000e-03	3.0000000000e+03	2.2935729336e+15	2.4143210572e+15	1.2985863822e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
570       	1         	4         	ok              	ok              	2.1544350000e-03	3.0000000000e+03	5.0914485307e+15	5.2014977868e+15	1.3380312325e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
571       	1         	4         	ok              	ok              	4.6415890000e-03	3.0000000000e+03	1.1532203142e+16	1.1206286062e+16	1.4067077827e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
572       	1         	4         	ok              	ok              	1.0000000000e-02	3.0000000000e+03	2.6674177793e+16	2.4143210572e+16	1.5102516877e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
573       	1         	3         	ok              	ok              	2.1544350000e-02	3.0000000000e+03	6.2465851156e+16	5.2014977868e+16	1.6416007961e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
574       	1         	3         	ok              	ok              	4.6415890000e-02	3.0000000000e+03	1.4611927051e+17	1.1206286062e+17	1.7823750803e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
575       	1         	4         	ok              	ok              	1.0000000000e-01	3.0000000000e+03	3.3800485184e+17	2.4143210572e+17	1.9137324537e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
576       	1         	4         	ok              	ok              	2.1544350000e-01	3.0000000000e+03	7.7034669283e+17	5.2014977868e+17	2.0244689207e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
577       	1         	4         	ok              	ok              	4.6415890000e-01	3.0000000000e+03	1.7310178478e+18	1.1206286062e+18	2.1115100390e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
578       	1         	4         	ok              	ok              	1.0000000000e+00	3.0000000000e+03	3.8446483857e+18	2.4143210572e+18	2.1767818826e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
579       	1         	4         	ok              	ok              	2.1544350000e+00	3.0000000000e+03	8.4635407927e+18	5.2014977868e+18	2.2242161115e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
580       	1         	5         	ok              	ok              	4.6415890000e+00	3.0000000000e+03	1.8510876713e+19	1.1206286062e+19	2.2579722126e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
581       	1         	5         	ok              	ok              	1.0000000000e+01	3.0000000000e+03	4.0298844391e+19	2.4143210572e+19	2.2816597401e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
582       	1         	5         	ok              	ok              	2.1544350000e+01	3.0000000000e+03	8.7447865027e+19	5.2014977868e+19	2.2981274056e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
583       	1         	5         	ok              	ok              	4.6415890000e+01	3.0000000000e+03	1.8933374340e+20	1.1206286062e+20	2.3095088232e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
584       	1         	5         	ok              	ok              	1.0000000000e+02	3.0000000000e+03	4.0929381681e+20	2.4143210572e+20	2.3173598067e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
