#pressure (bar)	 temperature (K)
4.688061e+02	2.018036e+03
4.935001e+02	2.022044e+03
5.191549e+02	2.026052e+03
5.464874e+02	2.030060e+03
5.747546e+02	2.034068e+03
6.046254e+02	2.038076e+03
6.357444e+02	2.042084e+03
6.683699e+02	2.046092e+03
7.026004e+02	2.050100e+03
7.381568e+02	2.054108e+03
7.758372e+02	2.058116e+03
8.149116e+02	2.062124e+03
8.560112e+02	2.066132e+03
8.989189e+02	2.070140e+03
9.437240e+02	2.074148e+03
9.908050e+02	2.078156e+03
