#pressure (bar)	 temperature (K)
1.005079e+00	1.442886e+03
1.071585e+00	1.444890e+03
1.142526e+00	1.446894e+03
1.218293e+00	1.448898e+03
1.298868e+00	1.450902e+03
1.384751e+00	1.452906e+03
1.476262e+00	1.454910e+03
1.573892e+00	1.456914e+03
1.678106e+00	1.458918e+03
1.788894e+00	1.460922e+03
1.906854e+00	1.462926e+03
2.032748e+00	1.464930e+03
2.166882e+00	1.466934e+03
2.309923e+00	1.468938e+03
2.462089e+00	1.470942e+03
2.623906e+00	1.472946e+03
2.796835e+00	1.474950e+03
2.980842e+00	1.476954e+03
3.176867e+00	1.478958e+03
3.385510e+00	1.480962e+03
3.607200e+00	1.482966e+03
3.844304e+00	1.484970e+03
4.096286e+00	1.486974e+03
4.364500e+00	1.488978e+03
4.650023e+00	1.490982e+03
4.953700e+00	1.492986e+03
5.277847e+00	1.494990e+03
5.622284e+00	1.496994e+03
5.988608e+00	1.498998e+03
6.378480e+00	1.501002e+03
6.793378e+00	1.503006e+03
7.235593e+00	1.505010e+03
7.705285e+00	1.507014e+03
8.204492e+00	1.509018e+03
8.735608e+00	1.511022e+03
9.304471e+00	1.513026e+03
9.932977e+00	1.515030e+03
1.060756e+01	1.517034e+03
1.133111e+01	1.519038e+03
1.209856e+01	1.521042e+03
1.291938e+01	1.523046e+03
1.379301e+01	1.525050e+03
1.472265e+01	1.527054e+03
1.570879e+01	1.529058e+03
1.675387e+01	1.531062e+03
1.787334e+01	1.533066e+03
1.906371e+01	1.535070e+03
2.032920e+01	1.537074e+03
2.165315e+01	1.539078e+03
2.308203e+01	1.541082e+03
2.460113e+01	1.543086e+03
2.621494e+01	1.545090e+03
2.791579e+01	1.547094e+03
2.970861e+01	1.549098e+03
3.164078e+01	1.551102e+03
3.369198e+01	1.553106e+03
3.586898e+01	1.555110e+03
3.813060e+01	1.557114e+03
4.056040e+01	1.559118e+03
4.315900e+01	1.561122e+03
4.591522e+01	1.563126e+03
4.880105e+01	1.565130e+03
5.182805e+01	1.567134e+03
5.510628e+01	1.569138e+03
5.858441e+01	1.571142e+03
6.225668e+01	1.573146e+03
6.607136e+01	1.575150e+03
7.013471e+01	1.577154e+03
7.450990e+01	1.579158e+03
7.914329e+01	1.581162e+03
8.396232e+01	1.583166e+03
8.902814e+01	1.585170e+03
9.446469e+01	1.587174e+03
1.002710e+02	1.589178e+03
1.063642e+02	1.591182e+03
1.127041e+02	1.593186e+03
1.194002e+02	1.595190e+03
1.266429e+02	1.597194e+03
1.343130e+02	1.599198e+03
1.422369e+02	1.601202e+03
1.505860e+02	1.603206e+03
1.594583e+02	1.605210e+03
1.690050e+02	1.607214e+03
1.789623e+02	1.609218e+03
1.893411e+02	1.611222e+03
2.002868e+02	1.613226e+03
2.120128e+02	1.615230e+03
2.244935e+02	1.617234e+03
2.373569e+02	1.619238e+03
2.509142e+02	1.621242e+03
2.652006e+02	1.623246e+03
2.806349e+02	1.625251e+03
2.966683e+02	1.627255e+03
3.134112e+02	1.629259e+03
3.310433e+02	1.631263e+03
3.497370e+02	1.633267e+03
3.697160e+02	1.635271e+03
3.903331e+02	1.637275e+03
4.120317e+02	1.639279e+03
4.348647e+02	1.641283e+03
4.592843e+02	1.643287e+03
4.847337e+02	1.645291e+03
5.113604e+02	1.647295e+03
5.393621e+02	1.649299e+03
5.688051e+02	1.651303e+03
6.002511e+02	1.653307e+03
6.328331e+02	1.655311e+03
6.670770e+02	1.657315e+03
7.030619e+02	1.659319e+03
7.411255e+02	1.661323e+03
7.809648e+02	1.663327e+03
8.227262e+02	1.665331e+03
8.665848e+02	1.667335e+03
9.126389e+02	1.669339e+03
9.611000e+02	1.671343e+03
