#pressure (bar)	 temperature (K)
5.871653e+01	1.116914e+03
6.202450e+01	1.119078e+03
6.550947e+01	1.121242e+03
6.916685e+01	1.123407e+03
7.300933e+01	1.125571e+03
7.704789e+01	1.127735e+03
8.130519e+01	1.129900e+03
8.576875e+01	1.132064e+03
9.046633e+01	1.134228e+03
9.538896e+01	1.136393e+03
1.005725e+02	1.138557e+03
1.060029e+02	1.140721e+03
1.117232e+02	1.142886e+03
1.177174e+02	1.145050e+03
1.240064e+02	1.147214e+03
1.305968e+02	1.149379e+03
1.375365e+02	1.151543e+03
1.448120e+02	1.153707e+03
1.524254e+02	1.155872e+03
1.603926e+02	1.158036e+03
1.687794e+02	1.160200e+03
1.775828e+02	1.162365e+03
1.867861e+02	1.164529e+03
1.963949e+02	1.166693e+03
2.064970e+02	1.168858e+03
2.171172e+02	1.171022e+03
2.282128e+02	1.173186e+03
2.397799e+02	1.175351e+03
2.519079e+02	1.177515e+03
2.646830e+02	1.179679e+03
2.780216e+02	1.181844e+03
2.919233e+02	1.184008e+03
3.064374e+02	1.186172e+03
3.217618e+02	1.188337e+03
3.377520e+02	1.190501e+03
3.544311e+02	1.192665e+03
3.717483e+02	1.194830e+03
3.900805e+02	1.196994e+03
4.091977e+02	1.199158e+03
4.291275e+02	1.201323e+03
4.497966e+02	1.203487e+03
4.716474e+02	1.205651e+03
4.944425e+02	1.207816e+03
5.181924e+02	1.209980e+03
5.428565e+02	1.212144e+03
5.687905e+02	1.214309e+03
5.959012e+02	1.216473e+03
6.241307e+02	1.218637e+03
6.535086e+02	1.220802e+03
6.842023e+02	1.222966e+03
7.163642e+02	1.225130e+03
7.498337e+02	1.227295e+03
7.846545e+02	1.229459e+03
8.209867e+02	1.231623e+03
8.590458e+02	1.233788e+03
8.986294e+02	1.235952e+03
9.397875e+02	1.238116e+03
9.827100e+02	1.240281e+03
